CUT REGIONAL,Comuna,Establecimiento,Teléfono,,,,,
13115,Lo Barnechea,Clínica MEDS La Dehesa,224996500,,,,,
13115,Lo Barnechea,Centro de Salud Familiar Lo Barnechea,227573442,,,,,
13115,Lo Barnechea,Posta de Farellones,222224591,,,,,
13115,Lo Barnechea,Centro Médico Clínica Santa María La Dehesa,223308430,,,,,
13115,Lo Barnechea,Centro Médico Clínica Alemana (La Dehesa),225861707,,,,,
13115,Lo Barnechea,COSAM Lo Barnechea,229557110,,,,,
13115,Lo Barnechea,Centro Comunitario de Salud Familiar Lo Barnechea,225759872,,,,,
13115,Lo Barnechea,Centro Comunitario de Salud Familiar Bicentenario,229558146,,,,,
13115,Lo Barnechea,SAPU Lo Barnechea,227573443,,,,,
13115,Lo Barnechea,Instituto Médico el Arrayán,223216506,,,,,
13115,Lo Barnechea,Clínica Monteblanco,223215000,,,,,
13115,Lo Barnechea,Clínica Alemana de La Dehesa,229107000,,,,,
13116,Lo Espejo,Centro de Salud Mutual CChC Lo Espejo,228542557,,,,,
13116,Lo Espejo,Centro de Salud Familiar Clara Estrella,800500459,,,,,
13116,Lo Espejo,Centro de Salud Familiar Julio Acuña Pinzón,800500460,,,,,
13116,Lo Espejo,Centro de Salud Familiar Dra. Mariela Salgado Zepeda,,,,,,
13116,Lo Espejo,Centro de Salud Familiar Pueblo Lo Espejo,,,,,,
13116,Lo Espejo,COSAM Lo Espejo,225170903,,,,,
13116,Lo Espejo,SAPU Clara Estrella,225211977,,,,,
13116,Lo Espejo,SAPU Julio Acuña Pinzón,227800559,,,,,
13116,Lo Espejo,SAPU Dental Valledor Tres,,,,,,
13116,Lo Espejo,SAPU Dra. Mariela Salgado,227800561,,,,,
13117,Lo Prado,COSAM Lo Prado,225744851,,,,,
13117,Lo Prado,Centro de Salud Familiar Santa Anita,225743051,,,,,
13117,Lo Prado,Centro de Salud Familiar Pablo Neruda,225751450,,,,,
13117,Lo Prado,Centro de Salud Familiar Dr. Raúl Yazigi,800500256,,,,,
13117,Lo Prado,Centro de Salud Familiar Dr. Carlos Avendaño,225744802,,,,,
13117,Lo Prado,SAPU Dr. Avendaño,223621126,,,,,
13117,Lo Prado,SAR Dr. Raúl Yazigi,223641533,,,,,
13117,Lo Prado,SAPU Pablo Neruda,223621129,,,,,
13117,Lo Prado,SAPU Santa Anita,227864684,,,,,
13118,Macul,Consultorio Escuela de Suboficiales de Carabineros de Chile,229221357,,,,,
13118,Macul,Centro de Salud Familiar Félix de Amesti,227192800,,,,,
13118,Macul,Centro de Salud Familiar Santa Julia,226591713,,,,,
13118,Macul,Centro de Salud Familiar Padre Alberto Hurtado,225739500,,,,,
13118,Macul,Centro Odontológico Macul,225739600,,,,,
13118,Macul,Centro Médico San Joaquín (CEDIUC),225521765,,,,,
13118,Macul,Centro Médico Macul,222373909,,,,,
13118,Macul,COSAM Macul,226591746,,,,,
13118,Macul,SAPU Santa Julia,226591747,,,,,
13118,Macul,Clínica del Carmen,224722700,,,,,
13118,Macul,Clínica Macul,222711066,,,,,
13119,Maipu,Centro Odontológico Uno Salud Dental Maipú,6007071010,,,,,
13119,Maipu,Laboratorio Vidaintegra,224107400,,,,,
13119,Maipu,Centro Médico Clínica Hospital Profesor,222996000,,,,,
13119,Maipu,Integramédica Maipú,226366666,,,,,
13119,Maipu,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,,,,,,
13119,Maipu,Clínica Astra,225343783,,,,,
13119,Maipu,Centro Vida Integra de Maipú,224107400,,,,,
13119,Maipu,Centro Asistencial AChS Maipú,223857400,,,,,
13119,Maipu,Centro Médico y Dental Megasalud Maipu,224257400,,,,,
13119,Maipu,Centro de Salud Mutual CChC Maipú,228984928,,,,,
13119,Maipu,Clínica Bellolio,225501437,,,,,
13119,Maipu,Centro de Salud Familiar Maipú,800500354,,,,,
13119,Maipu,Centro de Salud Familiar Dr. José Eduardo Ahués Salame,225742750,,,,,
13119,Maipu,Centro de Salud Familiar Dra. Ana María Juricic,225144154,,,,,
13119,Maipu,Centro de Referencia de Salud de Maipú,225746450,,,,,
13119,Maipu,Centro de Salud Familiar Dr. Iván Insunza,222750375,,,,,
13119,Maipu,Centro de Salud Familiar Clotario Blest,,,,,,
13119,Maipu,Centro de Salud Familiar Dr. Carlos Godoy,222562067,,,,,
13119,Maipu,Centro de Salud Familiar Presidenta Michelle Bachelet,225742750,,,,,
13119,Maipu,Centro de Salud Familiar Dr. Luis Ferrada,226776941,,,,,
13119,Maipu,Posta de Salud Rural Rinconada de Maipú,,,,,,
13119,Maipu,COSAM Maipú,227667286,,,,,
13119,Maipu,Centro Comunitario de Salud Familiar Futramapu,225350448,,,,,
13119,Maipu,Centro Comunitario de Salud Familiar Europa,225759770,,,,,
13119,Maipu,Centro Comunitario de Salud Familiar El Abrazo,225396511,,,,,
13119,Maipu,Centro Comunitario de Salud Familiar Lo Errázuriz,227419209,,,,,
13119,Maipu,Centro Comunitario de Salud Familiar Bueras,225321459,,,,,
13119,Maipu,SAPU Maipú,224828308,,,,,
13119,Maipu,SAPU Dra. Ana María Juricic,225745352,,,,,
13119,Maipu,SAPU Dr. Iván Insunza,222570375,,,,,
13504,Maria Pinto,Centro de Salud Familiar Adriana Madrid De Costabal,225745000,,,,,
13504,Maria Pinto,Posta de Salud Rural Santa Emilia,,,,,,
13504,Maria Pinto,Posta de Salud Rural Las Mercedes ( María Pinto ),,,,,,
13504,Maria Pinto,Posta de Salud Rural Chorombo,,,,,,
13504,Maria Pinto,SAPU María Pinto,226125002,,,,,
13501,Melipilla,Centro de Salud La Araucana Salud,228321313,,,,,
13501,Melipilla,Centro de Salud Familiar Dr. Edelberto Elgueta,225743550,,,,,
13501,Melipilla,Centro de Salud Familiar Dr. Francisco Boris Soler,225745310,,,,,
13501,Melipilla,Centro de Salud Familiar San Manuel,225745500,,,,,
13501,Melipilla,Centro de Salud Familiar Alfarera Rosa Reyes Vilches,,,,,,
13501,Melipilla,Posta de Salud Rural Bollenar,,,,,,
13501,Melipilla,Posta de Salud Rural Pahuilmo,,,,,,
13501,Melipilla,Posta de Salud Rural Pomaire,,,,,,
13501,Melipilla,Posta de salud Rural Pabellón,,,,,,
13501,Melipilla,COSAM Melipilla,225745850,,,,,
13501,Melipilla,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,225759850,,,,,
13501,Melipilla,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,,,,,,
13501,Melipilla,Centro Comunitario de Salud Familiar Codigua,,,,,,
13501,Melipilla,Clínica del Trabajador AChS,228324656,,,,,
13501,Melipilla,Hospital San José (Melipilla),225745555,,,,,
13501,Melipilla,Clínica del Trabajador AChS,,,,,,
13501,Melipilla,Clínica Los Maitenes,228705800,,,,,
13501,Melipilla,Centro de Salud Mutual CChC Melipilla,228324942,,,,,
13501,Melipilla,SAPU Dr. Francisco Boris Soler,228318350,,,,,
13501,Melipilla,SAPU Dr. Edelberto Elgueta,228311159,,,,,
13120,Ñuñoa,Centro Médico - PDI,227081326,,,,,
13120,Ñuñoa,Vacunatorio Pharmavisan,223039400,,,,,
13120,Ñuñoa,Centro Odontológico Uno Salud Dental Ñuñoa,6007071010,,,,,
13120,Ñuñoa,Centro Comunitario de Salud Familiar Villa Olímpica,,,,,,
13120,Ñuñoa,Centro Médico y Dental ISP,225755241,,,,,
13120,Ñuñoa,Centro Médico Irarrázaval Pontificia Universidad Católica de Chile,226767000,,,,,
13120,Ñuñoa,Centro de Salud Familiar Rosita Renard,225751100,,,,,
13120,Ñuñoa,Centro de Salud Familiar Salvador Bustos,225752450,,,,,
13120,Ñuñoa,Centro Médico y Dental Megasalud Ñuñoa,223790233,,,,,
13120,Ñuñoa,COSAM Ñuñoa,225750203,,,,,
13120,Ñuñoa,SAPU Rosita Renard,223792284,,,,,
13120,Ñuñoa,SAPU Centro de Urgencia Ñuñoa,223792430,,,,,
13120,Ñuñoa,Red-Lab,222220058,,,,,
13120,Ñuñoa,Centro Mater Esperanza Nueva Limitada,222375441,,,,,
13120,Ñuñoa,Centro Vida Integra de Ñuñoa,224107400,,,,,
13120,Ñuñoa,Clínica Corporación de Ayuda al Paciente Mental,222336970,,,,,
13120,Ñuñoa,Clínica Recuperación Alcohol Alfa,222047462,,,,,
13120,Ñuñoa,Clínica Ñuñoa,222232475,,,,,
13120,Ñuñoa,Hospital Carabineros,228700000,,,,,
13120,Ñuñoa,Clínica Oriente,222275077,,,,,
13120,Ñuñoa,Clínica Psiquiatrica Renacer,222253545,,,,,
13120,Ñuñoa,Clínica Tregua,222232373,,,,,
13120,Ñuñoa,Centro Médico y dental Vida Integra Ñuñoa,6006008432,,,,,
13120,Ñuñoa,Centro Comunitario de Salud Familiar Amapolas,,,,,,
13604,Padre Hurtado,Centro de Salud Familiar Juan Pablo II de Padre Hurtado,225746300,,,,,
13604,Padre Hurtado,SAPU Santa Rosa de Chena,228112246,,,,,
13404,Paine,Centro de Salud Mutual CChC Paine,228242146,,,,,
13404,Paine,Centro Asistencial AChS Paine,228242564,,,,,
13404,Paine,Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine),,,,,,
13404,Paine,Centro de Salud Familiar Dr. Raúl Moya,,,,,,
13404,Paine,Posta de Salud Rural Pintué,229363355,,,,,
13404,Paine,Posta de Salud Rural Huelquén,,,,,,
13404,Paine,Posta de Salud Rural Rangue,229363360,,,,,
13404,Paine,Posta de Salud Rural Abrantes,229363350,,,,,
13404,Paine,Posta de Salud Rural Chada,229363380,,,,,
13404,Paine,SAPU Paine,228241156,,,,,
13121,Pedro Aguirre Cerda,Centro de Salud Familiar Amador Neghme,800500462,,,,,
13121,Pedro Aguirre Cerda,Centro de Salud Familiar Villa Sur,225214665,,,,,
13121,Pedro Aguirre Cerda,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),225760800,,,,,
13121,Pedro Aguirre Cerda,Centro de Salud Familiar Edgardo Enríquez Froeden,800500464,,,,,
13121,Pedro Aguirre Cerda,COSAM Pedro Aguirre Cerda,800500020,,,,,
13121,Pedro Aguirre Cerda,Centro Comunitario de Salud Familiar Cooperación,,,,,,
13121,Pedro Aguirre Cerda,SAR Dr. Amador Neghme R.,226124000,,,,,
13121,Pedro Aguirre Cerda,SAPU La Feria,225966818,,,,,
13121,Pedro Aguirre Cerda,SAPU Edgardo Enríquez Froedden,227980512,,,,,
13121,Pedro Aguirre Cerda,Centro de Salud Familiar Lo Valledor Norte,225747700,,,,,
13605,Peñaflor,Centro de Salud Familiar Dr. Fernando Monckeberg,225745750,,,,,
13605,Peñaflor,COSAM Peñaflor,225746000,,,,,
13605,Peñaflor,Hospital de Peñaflor,225742500,,,,,
13605,Peñaflor,Fundación Vida Nueva (Clínica Psiquiátrica),988293339,,,,,
13605,Peñaflor,Centro Asistencial AChS Peñaflor,228125741,,,,,
13605,Peñaflor,Centro de Salud Familiar Peñaflor,,,,,,
13605,Peñaflor,SAPU Dr. Fernando Monckeberg,228123726,,,,,
13605,Peñaflor,SAPU Peñaflor,225688021,,,,,
13122,Peñalolén,Clínica Las Condes Peñalolén,,,,,,
13122,Peñalolén,Centro de Referencia de Salud Cordillera Oriente,225688200,,,,,
13122,Peñalolén,Centro de Salud Familiar La Faena,229397200,,,,,
13122,Peñalolén,Centro de Salud Familiar San Luis,229397311,,,,,
13122,Peñalolén,Centro de Salud Familiar Carol Urzúa Ibáñez,229397100,,,,,
13122,Peñalolén,Centro de Salud Familiar Lo Hermida,229397400,,,,,
13122,Peñalolén,Centro de Salud Familiar Cardenal Silva Henríquez,229397500,,,,,
13122,Peñalolén,Centro de Salud Familiar Padre Gerardo Whelan,229397600,,,,,
13122,Peñalolén,Clínica Universidad de Chile Quilín,229770017,,,,,
13122,Peñalolén,Centro Asistencial AChS Egaña,228704000,,,,,
13122,Peñalolén,COSAM Peñalolén,229397280,,,,,
13122,Peñalolén,Centro Comunitario de Salud Familiar General Carol Urzúa Ibáñez,229397111,,,,,
13122,Peñalolén,SAPU La Faena,229397201,,,,,
13122,Peñalolén,SAPU San Luis,229397301,,,,,
13122,Peñalolén,SAPU Carol Urzúa Ibáñez,229397401,,,,,
13122,Peñalolén,SAPU Lo Hermida,229397401,,,,,
13122,Peñalolén,Centro Médico Alto Tobalaba (Vacunatorio Vacci Protex),227586808,,,,,
13122,Peñalolén,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",224725200,,,,,
13122,Peñalolén,Instituto Nacional de Rehabilitación Infantil Presidente Pedro Aguirre Cerda,225754350,,,,,
13202,Pirque,Centro de Salud Familiar Dr. José Manuel Balmaceda,223858576,,,,,
13202,Pirque,Centro de Salud Rural El Principal,228547040,,,,,
13202,Pirque,Posta de Salud Rural Puntilla,228546033,,,,,
13202,Pirque,Posta de Salud Rural Santa Rita,228546513,,,,,
13202,Pirque,Posta de Salud Rural Lo Arcaya,,,,,,
13202,Pirque,Posta de Salud Rural San Vicente,228547038,,,,,
13202,Pirque,COSAM Pirque,228546513,,,,,
13123,Providencia,Vacunatorio RENVAC,229447441,,,,,
13123,Providencia,Centro Odontológico Uno Salud Dental Providencia,6007071010,,,,,
13123,Providencia,Centro Odontológico Uno Salud Dental Hernando de Aguirre,6007071010,,,,,
13123,Providencia,Centro Odontológico Uno Salud Dental La Concepción,6007071010,,,,,
13123,Providencia,Clínica de Cirugía y Estética Edelweiss,229183695,,,,,
13123,Providencia,Vacunatorio Mediclown,223416873,,,,,
13123,Providencia,Centro Clínico Integral Las Lilas,222726944,,,,,
13123,Providencia,Centro Comunitario de Salud Familiar Andacollo,,,,,,
13123,Providencia,Clínica Vida Estética,222112200,,,,,
13123,Providencia,Clínica Paris SpA,232446400,,,,,
13123,Providencia,Centro Médico y Dental Antonio Varas del Banco del Estado de Chile,222351440,,,,,
13123,Providencia,Centro de Salud Familiar Dr. Hernán Alessandri,227064300,,,,,
13123,Providencia,Centro de Salud Familiar Dr. Alfonso Leng,222359166,,,,,
13123,Providencia,Centro de Salud Familiar Aguilucho,222743516,,,,,
13123,Providencia,Centro Integramédica Barcelona,226796000,,,,,
13123,Providencia,Clínica Las Acacias,222237977,,,,,
13123,Providencia,Clínica Mella,223730950,,,,,
13123,Providencia,Centro Servicios Médicos Santa María,224613590,,,,,
13123,Providencia,Clínica Astra Providencia,222741377,,,,,
13123,Providencia,Clínica Los Coihues,222366060,,,,,
13123,Providencia,Centro Vida Integra,224107400,,,,,
13123,Providencia,Clínica Las Lilas,226780800,,,,,
13123,Providencia,COSAM Provisam,223414150,,,,,
13123,Providencia,Clínica Avansalud Providencia,223662055,,,,,
13123,Providencia,Dirección Previsional de Carabineros de Chile,224955784,,,,,
13123,Providencia,Laboratorio Clínico Blanco,224905500,,,,,
13123,Providencia,Química Clínica Especializada,222518116,,,,,
13123,Providencia,Laboratorio Bionet,226853691,,,,,
13123,Providencia,Bioánalisis Ltda.,222051976,,,,,
13123,Providencia,Dilab,222223112,,,,,
13123,Providencia,Elsa,224763100,,,,,
13123,Providencia,Megasalud,223695100,,,,,
13123,Providencia,Clínica New Clinic,223434100,,,,,
13123,Providencia,Barnafi Krause Diagnóstica,226633400,,,,,
13123,Providencia,Centro de Salud Mutual CChC Providencia,222254242,,,,,
13123,Providencia,Centro de Salud Dial Médica,222341511,,,,,
13123,Providencia,Clínica Costanera,222358839,,,,,
13123,Providencia,Clínica Psiquiatrica Bretaña,222238855,,,,,
13123,Providencia,Clínica Indisa,223625397,,,,,
13123,Providencia,Clínica Miguel Claro,222649487,,,,,
13123,Providencia,Clínica Servet,226406500,,,,,
13123,Providencia,Centro Médico y Dental Megasalud Providencia,224317200,,,,,
13123,Providencia,Clínica San Andrés,222055344,,,,,
13123,Providencia,Clínica Sara Moncada,223478000,,,,,
13123,Providencia,Centro CONIN Credes,224810555,,,,,
13123,Providencia,Hospital del Trabajador Santiago,226853333,,,,,
13123,Providencia,Clínica Santa Rafaela,226355660,,,,,
13123,Providencia,Clínica Europa,222741532,,,,,
13123,Providencia,Clínica Santa María,224613510,,,,,
13123,Providencia,Clínica Oncológica Arturo López Pérez,224457278,,,,,
13123,Providencia,Clínica Colonial,222742322,,,,,
13123,Providencia,Departamento de Bienestar Social de la Dirección General de Aeronáutica Civil,224392811,,,,,
13123,Providencia,Instituto de Enfermedades Circulatorias,227140600,,,,,
13123,Providencia,Centro Médico Pediátrico Integral Mediclown,222238351,,,,,
13123,Providencia,Clínica de Medicina y Estética MYE,222358146,,,,,
13123,Providencia,Centro Médico Vida Integra Tobalaba,225664761,,,,,
13123,Providencia,Consultorio Escuela de Carabineros de Chile,229221243,,,,,
13123,Providencia,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Oriente),225752750,,,,,
13123,Providencia,PRAIS (S.S Metropolitano Oriente),225752958,,,,,
13123,Providencia,Vacunatorio Internacional SEREMI de Salud Metropolitana,225753072,,,,,
13123,Providencia,"Hospital Del Salvador (Santiago, Providencia)",225754000,,,,,
13123,Providencia,"Hospital de Niños Dr. Luis Calvo Mackenna (Santiago, Providencia)",225755800,,,,,
13123,Providencia,Instituto Nacional de Enfermedades Respiratorias y Cirugía Torácica,225755000,,,,,
13123,Providencia,Instituto de Neurocirugía Dr. Alfonso Asenjo,225754600,,,,,
13123,Providencia,Instituto Nacional Geriátrico Presidente Eduardo Frei Montalva,225754459,,,,,
13123,Providencia,"Hospital Metropolitano (Ex Militar, Santiago, Providencia)",,,,,,
13123,Providencia,Centro Metropolitano de Sangre y Tejidos,225681506,,,,,
13123,Providencia,Diagnóstika,,,,,,
13123,Providencia,Centro Comunitario de Salud Familiar Elena Caffarena,222054465,,,,,
13123,Providencia,SAPU Aguilucho,227066753,,,,,
13123,Providencia,Mirandes S.P.A.,226119550,,,,,
13123,Providencia,Centro Médico HTS SpA,226853763,,,,,
13123,Providencia,Centro de Especialidades Odontológicas Leng,222352510,,,,,
13123,Providencia,Clínica WLK,223628300,,,,,
13124,Pudahuel,Centro Comunitario de Salud Familiar Irene Frei Montalva,226402595,,,,,
13124,Pudahuel,Consultorio Coaniquem,,,,,,
13124,Pudahuel,COSAM Pudahuel,226442614,,,,,
13124,Pudahuel,Centro Comunitario de Salud Mental,226402563,,,,,
13124,Pudahuel,Centro Comunitario de Salud Familiar Concejal Guillermo Flores O.,225759832,,,,,
13124,Pudahuel,Centro Comunitario de Salud Familiar Padre Félix Gutiérrez Donoso,225759820,,,,,
13124,Pudahuel,Centro Comunitario de Salud Familiar Río Claro,,,,,,
13124,Pudahuel,Centro Comunitario de Salud Familiar Mar Caribe,,,,,,
13124,Pudahuel,Centro Comunitario de Salud Familiar Santa Corina,,,,,,
13124,Pudahuel,Clínica Fundación Gantz,226438512,,,,,
13124,Pudahuel,Centro de Salud Mutual CChC Pudahuel,227879780,,,,,
13124,Pudahuel,Centro de Referencia de Salud Salvador Allende,225742695,,,,,
13124,Pudahuel,Centro de Salud Familiar Pudahuel Estrella,225744150,,,,,
13124,Pudahuel,Centro de Salud Familiar Pudahuel Poniente,225745103,,,,,
13124,Pudahuel,Centro de Salud Familiar Dr. Gustavo Molina,225743950,,,,,
13124,Pudahuel,Centro de Salud Familiar Cardenal Raúl Silva Henríquez,800500409,,,,,
13124,Pudahuel,Centro de Salud Familiar Violeta Parra,227490363,,,,,
13124,Pudahuel,SAPU Dr. Gustavo Molina,227495991,,,,,
13124,Pudahuel,SAPU Violeta Parra,227494626,,,,,
13124,Pudahuel,SAR La Estrella,,,,,,
13124,Pudahuel,SAPU Pudahuel Poniente,226433336,,,,,
13201,Puente Alto,Centro Odontológico Uno Salud Dental Puente Alto,6007071010,,,,,
13201,Puente Alto,Centro de Referencia de Salud Hospital Provincia Cordillera,226123200,,,,,
13201,Puente Alto,COSAM CEIF Puente Alto Norte,227975496,,,,,
13201,Puente Alto,"Hospital Psiquiátrico El Peral (Santiago, Puente Alto)",225766500,,,,,
13201,Puente Alto,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Sur Oriente),,,,,,
13201,Puente Alto,PRAIS (S.S Metropolitano Sur Oriente),,,,,,
13201,Puente Alto,Hospital de Campaña Rusia (Puente Alto),,,,,,
13201,Puente Alto,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",223536000,,,,,
13201,Puente Alto,Clínica Psiquiatrica Raquel Gaete,228745804,,,,,
13201,Puente Alto,Centro de Enfermedades Respiratorias Infantiles Josefina Martínez (D),,,,,,
13201,Puente Alto,Centro Vida Integra de Puente Alto,224107400,,,,,
13201,Puente Alto,Centro Integramédica Tobalaba,228101500,,,,,
13201,Puente Alto,Centro Asistencial AChS Puente Alto,223478900,,,,,
